,comment,label
10,"Not a quality item. This item worked for a while, but required fiddling (unplugging and replugging repeatedly) with the lighter socket each time I restarted my car.  Eventually, however, it blew out the fuses in both my lighter sockets.  Don't waste your money on this piece of crap",1
11,"Sound is disappointing. I bought this product to use in my small office knowing that with the size of the speakers the sound would not be suitable for loud playing or large areas. With this in mind I have to say that I found the sound to be poor. Even with the bass turned up and the treble down it still sounded tinny and weak. I did like the fact that it accommodated my older, 1st generation iPod and had several attachments for the various versions of iPods. I bought it because it did accept my older iPod and because of the price, but I sent it back and bought the iM7 which has great sound and accepts my old iPod for a price that is not that much more",1
12,"P.O.S. I know that everyone else seems to love this, so perhaps my complaint is more about Apple in general. My Ipod Mini (pink)is a lemon. The battery has never worked properly. It takes longer to charge than to discharge, and my current playing time per charge (no changing settings, not backlighting, nothing but hitting play and waiting till the battery dies) is about 2 hours. Apple will gladly sell me a new ($70) battery, but other than that tough. It is apparently my fault thet they're selling shoddy products. I'm not saying don't buy it. There aren't realistically any better choices out there than the Ipod, but buy it when you have a week to sit around and evaluate it and when they get around to opening a store near you. As for me, I think I'm going to dig out my old discman",1
13,"COBY lacks integrity. The cd payer is made of what feels like a cheap plastic.The cassette adapter was broken after 10 seconds of use. So I called Coby. They said I'd have to PAY THEM to send me a replacement! My advice, don't bother buying COBY",1
14,Tuner had major problems. I bought this slick looker for the desk in my office. I had a beat up 20 yo digital clock radio that had poor sound.However its tuner worked ok and I figured with the Tivoli rep I'd get some good listening along with the good looks. My office is inside the facility without windows so reception can be tricky...the tuner for the PA speakers in the rest of the office has to have the antenna just right. I was very frustrated to find that the radio simply couldnt hold a signal. A station would tune in  nice but the fade in and out to barely hearable. I bought an amplified antenna but didnt help. Then I tried it in a windowed room and same problem......I was very disapointed,1
15,"Poor usb performance. Buggy DVI switching. While it appears I finally have this switch mostly working, I have to say I'm very dissapointed in it's performance. IOGear's USB emulation for keyboard and mouse works very very poorly. With keyboard and mouse plugged into the correct keyboard/mouse usb ports I would continually have a slow/stuck keyboard along with really poor mouse behaviour. I can work around this by plugging my keyboard/mouse into the rear usb ports, thus bypassing the keyboard emulation. This works although you have to wait for all your usb devices to re-enumerate every time you switch computers.While my Mac PowerBook works fine with the DVI switch, my pc quite often has problems recognizing the DVI monitor when switching back to it. Unplugging and reconnecting the LCD's DVI connector into the switch seems to bring it back to life. No idea where the problem is, but I have a Dell 2001FP monitor, Windows XP SP2 with ATI Radeon 9800 (everything running latest drivers/firmware).How IOGear could have shipped a product this broken is beyond me. Unless they release a firmware update that fixes these problems I can only recommend people stay well away from this product",1
16,"Did not fit product advertised. This did not fit my Second generation ipod as advertised and I did not get any response about returning it, and of course I had to open the thing to find out it didn't fit",1
17,"Buy the Gamelink 400 instead. By purchasing this cable set, you are limiting your options.   You now must use your A/V receiver for sound whenever you play a game because you loose the analog sound connection you have with the 400 (the analog sound comes out of the same port as the video).  Spend the 10 dollars you save on an inexpensive optical cable and you now have the best of both worlds, you have the option of using the tv for sound OR the A/V receiver with the same quality video.   I will say that the video quality on my 62"" HDTV improved dramatically with the addition of the component (red, green, blue) video Gamelink 400 over the composite (one video cable) connection that comes with the PS2.  However if you're the kind of person who thinks the 450 MUST be better because it's a bigger number than the 400, it probably won't matter to you anyway..",1
18,"2.0 gb??? what are they talking about?. I started adding files to this card to use in my phone, but it has never shown more than 1 gb capacity even though it is printed 2.0 gb on the face. I have contacted Sandisk just earlier tonight to find out what is up with this card. So far I am more confused than pleased",1
19,"didn't work. so i buy my parents this brand new Canon mini-dvd camcorder for Christmas and look for some mini-dvds on amazon for them to record on.  i figure, what the heck, they don't need RW discs, but why not go for quality ones the first time around (as opposed to mini-dvd+r).  my parents are excited about this gift and we pop in the discs to start recording, but the thing can't read the discs for some reason.  i read the back of the dvd package and it says some formatting may be required.  so i pop the disc into my computer and try to format it, but my computer can't read the discs as well.  i just bought some mini dvd-R's and my parents will be getting it soon.  i'm pretty sure the camcorder itself wasn't the problem, but if it turns out to be the case, i'll re-evaluate this product.  but for now, it's no good.",1
20,"Awful Product. I picked one of these up from the Apple store and used it that day. Not only does the product not broadcast well (I had to hold it two feet from my radio, it didn't even get a signal in the car on any frequency) but it dosent stay in the dock connector. The transmitter actually will not lock into the bottom of the iPod. The transmitter also appears to turn off after 5 seconds of not touching the buttons. The LCD screen turns off so you cannot see the frequency it is transmitting on. Because it worked so poorly I couldn't tell if it was broadcasting or if it was simply broken. An indicator saying whether the transmitter was on or off would be helpful and not a huge battery drain.If you want a knockoff transmitter that works only when placed perfectly next to your radio than get this. If you want something that works consider the iTrip by Griffin",1
21,"DO NOT BUY!!!!. These speakers crackle horribly!!!  I sent them back & had new ones sent to me 3 TIMES, and they were ALL like that!!!  It is a cool product, toobad they don't work!!!",1
22,"2 Way Radio NOT up to 17 mile range. We bought these units specifically to take on a cruise ship.  There was not one minute on any of the many channels that we did not experience interference, pick up other 2-way users, or had no signal at all.  We were so dissatisfied that we returned them to Amazon for refund",1
23,"Bad Reviews But I Bought It Anyway. I read all the review I could find on this product and most were bad.  A few recent ones were better.  The first problem I encountered was the power on button did not function correctly.  I had to press, press harder, shake the device, and finally turn it upside down while pressing to power it on.  I was never able to power it down with the on/off button.  The wireless AP worked fine but it would not function with an ethernet cable.  I thought it was me (though I've unboxed and setup 25+ wireless, wire only, routers, swithes, etc. without problems.  After several hours of trying different approaches I looked at documentation, knowledge base articles and found one that indicated if the device power light blinked continuously the device was defective.  That was the end of it and I returned it for credit.   I do not recommend this device to anyone.T. Ragan - Cypress, T",1
24,"Not the Best MP3 Player in the World. I went to Circuit City with my dad to buy this MP3 player after my older sister recieved one for Christmas. When I was researching the quality of this product, some of the reviews were not pleasing, but I'm sorry to say I actually went out and bought it. And I'm also sorry to say this review will not be very pleasing either. The exterior casing of the Creative Zen Nano Plus is merely cheap plastic -- flimsy and pathetic next to the iPod nano 2nd Generation's aluminum casing. Scratch marks and scuff marks show up easily and I'm guessing that the curved part that comes off to allow you to change the battery would also break easily if stepped on, etc. The positively worst part of this MP3 player are the earbuds, which fall out if you barely touch the wiring. In order to keep the earbuds in place I have to stick them into my ears at an odd angle which makes even Sound Level 1 too loud to hear someone speak in an ""indoor voice"". Sadly, there's more: the backlight doesn't stay on long enough to allow you light to see which song is playing, how long it's been playing, etc. There is a ""backlight"" section in the ""Settings"", but the longest it can stay illuminated is only 15 seconds. Also, when skipping tracks, you use the same button to scan within a song, making it much harder to scan within the song than skip tracks. Another disappointment is that two of the CDs I tried to load onto this MP3 player weren't read as ""being there"", although they work fine when I listen to them on my WalkMan, DVD player, computer, etc. Luckily, I've had this player for about nine months, but it's still going strong, most likely because of the fact that it runs on a single AAA battery. This does get most annoying after awhile though, having to change batteries every two to three weeks, or whatever, depending on how often you listen to this. From the reviews on  this site, I'm most likely going to purchase an iPod nano 2 GB for my next Christmas. So although it's around $90 more, I'm hoping it'll be worth the extra money to have an MP3 player I'm not complaining about all the time",1
25,"Noise maker. One month in the wall and sounds like a expresso machine. My car's engine sounds better. Don't waste your money. I called Sharp and they say is the fan. Great, maybe I should remove it and use ice cubes",1
26,"Adapter, but no cable. Note that this product includes only the AC adapter but no additonal cabling to attach to the Zune.  So if you were thinking about having one cable to hook to your PC and another to charge if you are away from you PC, remember to take the Zune cable with you. For $29.95 I expected them to include the 25 cent cable",1
27,not worth the money. It made little notable difference or improvement.I would not recommend this product for small scratches and it only makes minor improvements to anything more serious.,1
28,"These tape cassettes get eaten by the labeller. I have had so many of these cassettes get eaten by the labelmaker that I will not use this machine or these cassettes anymore.  Once the machine starts to eat the tape, there is no repair; the whole cassette is ruined.  I have had new tapes get ruined practically right away.  I am through with Brother labelling products.  This is the second Brother labelmaker that I have had that has done this.  These cassettes are so expensive, and then so many get ruined",1
29,"TV OK, SERVICE FROM AMAZON BUYER BEWARE!!!!!!. Buyer be ware if you have a problem with delivery or the TV you will be left on your own to sort it out. Amazon may or may not be a big trust worthy company, but they will still leave it to you to sort out there is no personal customer service other then email (run around)!! Bare that in mind before making any large purchase, may be better to pay a little more through a company with a store front at least you will have someone to complain to face to face or take the item back",1
30,"Don't waste your money!. We purchased this shredder a few months ago for use around the house. With all those unsolicited credit card offers you can never be too careful about protecting yourself from identity theft. At first it worked like a charm, but then it suddenly started to jam up for no reason. We take good care of our electronic stuff so we were very surprised when the shredder stodecided to stop working. Then last week I added 2 sheets of paper and the shredder broke. Useless!!!",1
31,"Destroyed my CD--I wanna give this product  minus 5 stars. Before the repair process there was one bad track on my CD.  After the ""repair"" process the entire disk was unplayable.  Took it back for a refund. With billions of CDs in the world, is this the best that the 21st century has to offer?",1
32,"The APC damaged equipment warrantee is worthless..... I don't own this specific APC product, but I do own other APC products.My home was hit by lightning on July 2, 2004 during a severe lightning storm. Both of my garage door openers were destroyed during the strike and they were on separate NET3 power line surge protectors made by APC.NET3 surge protectors offer the best ($50,000) damaged equipment warranty that APC offers. APC refuses to pay for replacement garage door openers since in their determination, the surge protectors are functioning properly (I had to send the surge protectors at my expense for analysis at their labs).I will never contend that a surge protector can protect any device from a direct lightning strike, but the APC warranty contends that they will replace your equipment in the event this unfortunate event occurs.I now do not recommend APC equipment, since their warranty is worthless",1
33,"RIP-OFF: Doesn't advertise that you need an AC adaptor. I would like to believe that this hub works well- but I wouldn't know.  I bought it to reduce clutter on my desk from all my devices hooking into my powermac.  I hooked up my printer, ipod and digital camera and nothing happened.  I called Targus and they said I needed an a/c adaptor.  It doesn't come with one and doesn't say anything about one in the manual or instructions, or their website.  They said I could get it at radio shack and gave me the info (5 volt, 2.1 amp, center positive).  I've been to two radio shacks and online- they don't carry it.  I'm upset.  Any advice",1
34,"This is junk and it doesn't last 9 months. I got this for Christmas last year.  I hardly use the thing and when I have I have been very careful in placing the ipod on and off of it. I can no longer play an ipod on it as there is no sound or too much static - apparently a short of some sort.  I was shocked as it had been used maybe 10 times by my wife and I.  Read all of the reviews I am not the only one who now has an overpriced doorstop.  Save your money and buy something else.Take your time and read through the ""cotton candy"" 4-5* reviews which bump this up to an artificially high rating of 3* and you will see one consistent pattern, the connection to the ipod is very poor, the alarm doesn't function, and they feel it is overpriced",1
35,"Out of service for 2 months. I bought this Samsung model in September because of the superior picture and excellent glare reduction.  It went black the day before the Super Bowl.  It is now NCAA playoffs and it has not been repaired or replaced. The service technician has tried 3 times to repair, now having replaced every component.  I am finally on a replacement list with no ETA.  The Samsung Customer Service reps have been unhelpful and unconcerned.  The repair technician is the only person who has apologised and tried to push Samsung - with no success",1
36,"Short and broken. The retractable mechanism works well and the cable is compact, but this cable is pretty much useless as a travel CAT5 cable.First of all it's too short. In about half of the hotels where I needed to use it, the network jack was at least a couple of feet further away than the reach of this cable.Second (and more importantly) it's not robust enough. After a year or so of light use a wire inside got broken somehow, and today I had to go in search of a regular CAT5 cable. On the outside there seems to be no damage to the wire.In short, it's one of those purchases that I regret enough to write a negative review.",1
37,"Disappointed. This cartridge does NOT fit my HP 648c as advertised. The color cartridge that accompanied it did, however",1
38,"There are better KVM solutions. Besides the fact you have to buy the cables separately as others have mentioned, Belkin support is horrible. The automated system consistenly disconnects the call, requiring going through their operator. My 4-port KVM stopped functioning after six months. There's no information on the web to help either. It's as if there IS no way to fix a KVM that doesn't work. Flash upgrading is a joke. I followed the procedure directly from Belkin's website. So I had to RMA replace it. Trust me, Belkin doesn't care about its customers and arrogance will be their downfall. Go with IOGEAR - they include all the cables with the KVM switch for the price of Belkin's without cables",1
39,"Died after one year- fuser problem. Machine started making loud grinding noises when started or while printing. Showed it to a repair shop, says the fuser is a toast. Replacement cost part and labor $300. Died just after one year so have to bear the expense. Poor design/quality. Beware, i searched the web and looks like i am not the only one with this problem",1
40,"Disappointed, but keeping it. I am a bit disappointed with this DVD player.  I had a Pioneer DV-C505 standard DVD player (not progressive). I recently purchased a 42"" LCD and wanted a player that was progressive and upscaling to 1080i.I connected my old Pioneer (non-progressive) player and watched movies the 1st weekend. DVD's DVD-R's etc.  I was surprised that the newer DVD's in 16:9 looked pretty good.I expected to see an improvement in color or resolution with the Sony DVP-NC85H.  However, I can't see any difference whatsoever in quality of image as displayed on my 42"" LCD.I ran the old DVD player with very cheap component cables straight to the LCD TV. I ran the new Sony DVP-NC85H straight to the LCD TV with HDMI. I got the blue HDMI working light and sound and image are transferred to the screen/LCD TV, but the quality is no better than my old Pioneer (non-progressive) player.  Did I do something wrong?  I can't see any color or resolution improvement.I may return this since it also introduced an 'echo' issue that is acknowledged in the Sony manual. The echo issue is between the HDMI sound transferred to the TV and the digital coax sound delivered via my receiver. With the old DVD player, no echo and excellent 5.1 sound from the TV and my receiver (simultaneous). The Sony manual states clearly that if you output via the HDMI, you cannot tune out any echo created by optical or coax digital DTS or Dolby Digital output.  The manual says to output the signal via PCM. However, that still introduces echo that cannot be removed.Maybe I am doing something wrong, but this player is definitely not an improvement over a standard, non-progressive player in my opinion.I thought maybe it was just the new LCD TV, but it displays excellent HD quality via HDMI input from my local cable companies digital tuner/DVR box.What are you guys comparing the supposed good quality on this player to?Update:I went back and tried comparing my old DVD player with this new Sony even more. I was able to change some of the settings in just the right combination on the Sony that improved the image. For the YCaCr/RGB setting, I tried RGB instead which got rid of lots of the red blocky imagery. I set the sharpness to 1 and the BNR on.  These 3 settings improved the image to the level where I will not return this DVD player.I still challenge someone from Sony to look at the image from my non-progressive DVD player (480i) and tell me how the 1080i (upscale) out of this unit is significantly better. Even looking at it 6"" from the screen. Honestly, I could pick out the pores on James Bonds face with the non-progressive 480i player, so maybe it is just really good, and the Sony just doesn't shine as much due to that.The echo is better or worse depending on the DVD played. I have been asking friends with HD setups and they commented that echo is a problem with a lot of setups. TV sound is not usually used even as a center, I guess.Reading the comments here helped me a lot.  Especially comments regarding the feedback on the TV for what grade of signal the TV is seeing. Mine display reports 1080i with the Sony connected, 480i with my old DVD player connected, as expected. I hadn't realized I could pull that up.I would give the Sony a 4 for features(Divx playback, SACD, etc)and a 3 for picture output for an average of 3.5, but the 1-5 scale entry above is frozen now in edit mode.Also, I had reservations about non-shuffle, disk-to-disk abilities on this DVD player.  You can shuffle on one DVD/CD, but not between 1-5. I plan on working around that by playing MP3 disks for parties, Xmas, etc where I need the shuffle capability.  Incidentally, I like loading my DVD player up with multiple DVD's for an evenings viewing, or just leave some favorites in. Some movies are 2 disk and I have not tested that it'll shuffle to the next disk when the 1st runs out, but I expect it",1
41,Not for everyone. Must have firewire AC wall charger and/or six-pin firewire on computer to charge this unit.  I have neither.Also found 30g vidpod didn't fit properly in plastic sleeves and the dock connector seemed to want to unseat it as well.Returned unit to shop and purchased Belkin 4 x AA battery unit with suction cups.  Much better.  You can use rechargeable batteries or simply buy them when needed,1
42,"Decks don't like it. I've tried this tape on three different makes of VHS decks, and they all reject it.  Check your manual about cleaning before purchasing a cleaning tape",1
43,"Far too overpriced for this length!! You shouldn't spend more than $10. Much like the previous reviewer I urge you not to spend lots of money on HDMI cables. HDMI specs state that only one pixel out of every billion can be lost, therefore there is no reason, no matter what the cable is made of, to spend money on HDMI cables.Search the internet, you can find plenty of good 10ft HDMI cables for $10 or less.Digital is zeroes and ones. In HDMI's case, either the cable is connected or it isn't",1
44,"Battery life isn't all that. The old phone I had was heavy, and the battery life was horrible. You have to put this phone on the charger every night or you won't have a phone in the morning even if you don't use it that much. I thought for the price that it would be the best phone in the world. To my suprise the only great thing is that it's not heavy",1
45,"Simply does not work. I purchased this card, installed it on a Jetway VT266 motherboard with Windows XP installed. This ruined my installation of Windows XP, and I had to reformat my drive. I thought it was simply because I had a cheap motherboard, so I tried it in my Dell - same thing. I have always purchased Beklin products in the past, but will not go near anything Beklin now. If you buy this card, it's a lucky dip as to whether or not it will work on your system. Please - buyer beware",1
46,"Satisfactory but too slow. This DVR works ok.  But when it is recording, forget about changing channels.  It is really really slow and takes like forever to even receive any remote clicks.Broadband feature is nice; but USB doesn't come cheap. Its like [...].",1
47,"I wish we could give zero stars... I hooked this thing up to my dell 1705 laptop tonight so I could use my nice old keyboard on it.  It never worked.  Went to amazon and read the comments - seems alot of people have had the same problem.  Aparently laptops are not the ""normal"" pc's that you might make from scratch and have ""custom"" stuff in them from Dell, Compaq, HP, Gateway, Apple, IBM, Lenovo, among others...It DOES NOT WORK - DO NOT WASTE YOUR MONEY - TELL AMAZON TO DITCH THIS.",1
48,Piece of junk. Made very cheaply. The slider won't even hold the batteries in with a good enough contact to charge the batteries once. I tried every available slot and they all give a poor contact.Avoid this charger at all costs,1
49,Extremely disappointed. This is all looks and no sound quality at all. Bass is terrible. I wouldn't waste my money on this again.  I listen to hard rock mostly and the bass just sounds muddy and distorted. I have connected it to my Ipod and stereo and the results are similar. Don't waste your money on this. I did like the bag that came with it though. I guess you get what you pay for,1
50,"Blue Nav Program is a Rip Off. I own a Magellan Meridian Marine unit. Just found out that you can only get 1 access code per program. I purchased 2 64 meg cards in hopes of downloading more than 1 map per card. Not only can I not down load more than 1 map, I cannot get an access code for additional cards. Lost money all the way around.Magellan offered me the opportunity to buy the Blue Nav XL charts at $179.00, but low and behold, they come with the same defect of 1 unlock code per program.I was a believer in Magellan, but switching to Garmin today!David",1
51,Fuji CD-R/FVD Slim Jewel Cas. Product arrived damaged.  Company (ANTOnline)was unwilling to exchange for new item.  Would never buy from them again,1
52,"Nice, small, but EXTREMELY fragile. I own the 2GB version of this drive. It is tiny, but still fits nicely into a USB port, but I have noticed a serious problem. The flash stick itself is actually smaller than the casing it is in (you can see it on the bottom). I have been very careful with how I store my super stick and careful in inserting and removing it from USB ports. Regardless, the plastic shell around the memory stick is breaking across the width at the top, and the bottom corners of the plastic shell (that go into a USB port) have started snapping off in little chunks",1
53,"Amazon Needs Packing Lessons. What can you say about CD cases? These would be adequate....if they hadn't arrived damaged. Whoever does the packing for Amazon should learn that a single sheet of brown paper will NOT prevent shipping damage. A little bubble wrap may be more expensive, but it would have prevented my returning this order for a refund",1
54,"I bought 3 for kids presents and have had to return 2!. Two of the three have already broken, and my kids don't play rough with them.  I returned one and am waiting for it to be returned, and now need to return another for another problem and I can't even reach them.  The one time I got through to their customer service I was on hold for 20 minutes",1
55,"Disappointing. I just received it today, and will be returning it tomorrow.  Here's what I found:1) On my unit, switching channels, pausing a program, or switching unputs caused my TV to lose the HDMI signal for 2-3 seconds.  When the original source was digital or component video, the screen would just be black during this time, but on analog inputs the screen would go bright green, then flash between green & the analog data for a second before finally becoming stable.  Given that we often channel surf using our VCR, this was unacceptable.2) For some reason it messes up the HDMI signal coming in from my Comcast DVR.  When I run the HDMI cable directly from the DVR to my TV, I am able to permanently set my TV to 16:9 aspect ratio when using the HDMI input, and all programs come out looking OK- the TV will put black bars on the side of 4:3 aspect ratio programs on non-HD channels.  However, running the HDMI signal through the receiver meant that ALL shows were displayed in widescreen- the TV was no longer able to figure out which shows should be in 4:3 and which should be in 16:9.3) As others have mentioned, you can only use Zone 2 speakers with analog inputs, which on my system means you can't listen to CD's, since I use a digital input.  And the Zone 2 controls are really difficult to use.",1
56,"What a piece of junk!. I was tempted by the low price of this item. The only reviewer before me gave it a 5-star rating. Although aware of the unreliability of a single review, I decided to gave it a shot, and paid $10 for shipping--no other way since it's sold through a third party. $28 later, I was holding the biggest $#!* I've seen in a while! The construction feels very cheap, and the instruction manual makes absolutely no sense as if written by a 3-year old. And the worst of all, only one of the two microphones worked. Even the one that works is horrible--the sound out of the speaker is very weak unless you cup your hand around your mouth and the mic. It uses a 9-volt battery in each of the two mics, and that's another 5 bucks out of my pocket. You know what?  I'll probably have to eat the $33, since the seller does not refund any shipping charges and charges a hefty fee for returns. Well, I learned a lesson...things are cheap for a reason",1
57,"Do Not Stay In Your Ears. When these headphones sit properly in your ears (they need to be pressed into the ear), they sound awesome.  My problem is I can't get them to stay where I put them.  I have tried all the cups provided, but I commute on a bus and any small bump will shift the earphones resulting in inferior sound.  I would not recommend them for this reason.  The comfort factor is also a consideration.  You really need to get used to having an object pressed into your ear",1
58,"do not buy this brand. Sent item back to the company and got a rejected mail saying, ""COMPANY OUT OF BUSINESS, RETURN TO SENDER"". The company address on the label is:Recoton Accessories, Inc.2950 Lake Emma RoadLake Mary, FL 32746.Made in Chin",1
59,"Horrible Customer Service. ""The service from this vendor is horrible. My account was charged in May of this year and as of 6/26/06 have not received anything. First they said they need to make a model change. I was fine with the model change but never got the product. I sent many...notes to Nicholas Nasti but he has been unable to fix the problem. Recently I have been unable to contact them with notes or telephone.",1
60,Arrived in Pieces. They would be very wonderful jewel cases except they must be very flimsy because more than half of them arrived broken,1
61,"Great product! For two days!. When this adapter first arrived, I thought it was great. The sound quality was excellent, and free of all the distortion and interference I get from using an FM transmitter-style adapter (there are few open frequencies in the SF Bay Area). The first day, I used it for about 20 minutes total (didn't have far to drive), and it worked great. The second day I had a bit farther to drive. After about 30 minutes, it quit. Hasn't worked again since.I didn't expect it to last forever, but less than an hour?Yes, it has a 1 year warranty: just send the unit back with a money order ($6) to cover the return postage. Of course, then you're spending more in postage than you originally spent for the unit..",1
62,"Good for carrying iPod if you don't plan to use it. It probably would hold the iPod pretty well, but I returned it before giving it a fair trial in that aspect. For the price -- you don't get a whole lot of protection. There's nothing to secure the top, and the iPod has to be completely removed from the carrying case in order to use the click wheel and view the screen",1
63,Does not work. Sony Disc player does not work. It won't recognize disc in player.Currently trying to get it serviced under warranty,1
64,Lasted less than a year... Then simply stopped working.  After some additional research LaCie has a reputation for unreliable drives (which I knew ahead of time having bought LaCie drive years ago and then stopped).  Typical failure rates of 40+% in under a year.  Buy drives from anybody else.  Fortunately all I kept on this disk were system backups and I can simply start using another disk,1
65,"Company Sucks!. II bought one of these devices so I could record guitar through my computer. I set it up according to the instructions but get no sound out. The LED on the device and the VU's on the software interface say it's working but it will not output to the sound card. So I wrote M-Audio and asked for their help.Their answer was that since I was operating XP Media Center Edition operating system, it will not support two sound devices and they could not help me. Unless I get another version of XP, they could not help me at all. They basically told me to bug off because I'm using XP MCE. Nowhere on the box does it say that it is not compatible with XP MCE. In fact, it just says the minimum requirement is XP with service pack 2, period. To me that is false advertising.I tried to take it back where I bought it but they would not take it because it has software and I (of course) opened and installed it! So then, I was stuck with a useless box. I finally did get it to work, sort of. I took the line output from the box and plugged it into the line input of my sound card. However, it has no fidelity, sounds terrible, and the sound effects software that came with the box will not work.One other note. When I tried to take it back to the music store and told them I was using XP Media Center Edition, the guy laughed and waved his arm at the wall of sound devices and said that none of them will work with XP Media Center Edition! He says it is really a licensing issue with Microsoft. Then I found out you cannot upgrade MCE to XP Professional! Thanks to Microsoft, I would have to wipe out my hard drive and do a clean install if I want to put XP Pro on my system! This just keeps getting better and better!",1
66,"irritating. I have a Mac.I need an external hard drive where I can just drag my files on to the hard drive's icon, eject the icon, and be on my merry way.This hard drive seems unable to do that, or, if it is, the help section is painfully bare.Even if you're looking for a hard drive where you can set it up to automatically back up certain files with the touch of a button, I wouldn't recommend this hard drive to Mac users. I happen to dislike the way PCs are set up; I find the organization very anti-intutive, and that's a big part of my issue with this hard drive.On my way out the door to return it right no",1
