,comment,label
15,Overpriced for a small saucepan. Am I the only one who thinks $55 is far too much to spend for a 1.5 quart saucepan,1
16,"Not a real tagine: it only looks like one. A real tagine in Morocco has a hole at the top for the steam to escape.  This has NO Hole and therefore cooks like a dutch oven.  The chicken will literally boil to death and drown.  The product is made in Thailand, says so on the box, and is so hot after a half an hour that you can not touch any part of it, unlike it's claim.  This product to me, having been served a chicken tagine for over a month in Morocco, is culinary fraud.  And the price is highway robbery. I do not recommend buying this product at all",1
17,"terrible quality; a really unfortunate purchase. Two years ago, I purchased this hand-crank ice cream freezer for $130 on the web. My wife and I loved the idea of kids taking turns cranking the handle.But the very first time we made ice cream, we found that the crank would jam incessantly. If I pressed in on the handle in a certain way while cranking, the jamming was reduced a bit, but this was a nuisance. If one did not apply force in just the right way, the thing would jam again. (So much for friends and kids enjoying taking turns at the crank!)The second time we made ice cream, the jamming was even worse, and we noticed that metal filings were dropping down from the gear mechanism and were making their way into the ice cream.When I took the gear mechanism (the ""crank assembly frame"") apart, I discovered the problem: The gears inside are designed and manufactured badly. The gears are not held in place, but rather have about 1/8"" play. That is a lot of play. When the gears drift apart, they jam. The gears in our unit were badly gouged after only two uses! (The gears seem to be stamped from low-grade powdered metal.) The entire problem could have been avoided in the manufacturing by simply using a plastic spacer on the shaft that holds one of the gears, but this was not done.When I called about warranty service, I was told that a replacement gear mechanism would be shipped to me. That never happened. The next time I called, some months later, I was told that there was no record of my earlier call. Again, I was told that a replacement gear mechanism would be shipped to me. About a week later, a replacement handle arrived, not a gear mechanism.The third time I called about warranty service, I was informed that gear mechanism is not actually a replacement part, so that I should never have been told that one could be sent to me. (This is rather baffling: one can buy the part on the web.) I was also informed that the unit was out of its one year warranty. It did not seem to matter to them that my problems with the unit, and my contacts with them, had begun while the unit was only a few months old. Only when I assured them that I was holding in my hand a printed 5-year warranty did they continue to work with me. (Of course the company is fully aware of their flawed product, and of course they are fully aware that the product has been sold with a 5-year warranty. It seems that they try to bluff people who call for warranty service, hoping that they might not have a copy of thier warranty in-hand.)The result of this third call about warranty service was that the company agreed to replace my ice cream maker under warranty. But I was required to pay for shipping of my old unit back to them via UPS (an expense of $20) and for shipping of the replacement unit to me (an expense of $10). So the cost of my ice cream maker is up to $160. Luckily, they don't have any of the hand-crank models available to send out as a replacement, and so they are going to ship me an electric model instead. I'm hoping the electric one will be a better design - it does not have the gear mechanism that the hand-crank model has. But I certainly would not have paid $160 for an electric ice cream maker. My recommendation would be to buy a much cheaper electric ice cream maker of a more modern design from another company.",1
18,"Very poor service. I bought this cocktail shaker as a gift. The package came on time. But when I opened the package I noticed that the container that had the shaker inside was opened. The next moment I realized that the cover, top and the strainer of the shaker were missing. So I only got the bottom of the shaker in my package. It is very frustrating. I rated it as 1 star, so that I can post the review. Obviously, I  did not have a chance to use it",1
19,Like using a big tissue. These towels seem to be of poor quality. They are very light and quickly become saturated. An average size person would probably need two of the bath towels to dry off after taking a shower. Little pieces of fuzz continue to come off the towels even if you wash them prior to first use,1
20,extra light weight. I should have read the other review more closely. This is a good blanket for HOT summer nights! I believe it is too light for cold winter nights. I expected more for over $50. If I didn't return it it would have made a nice decorative throw! The color and texture are nice,1
21,HUNTERS TOYS. CHEWED THE KNOBS RIGHT OFF.  HELD THE BALL DOWN WITH HIS PAWS AND CHEWED ALL THE KNOBS.,1
22,"okay coffee, terrible espresso. I received this as a gift a year ago and I like the coffee maker part, the coffee comes out with a good flavor albeit a bit cold but it seems all coffee makers these days make the coffee a little cold. Once you mix in milk or 1/2 and 1/2 it is only lukewarm. The removable tank is nice (you can wash it) but awkward to use if you have the unit under a cabinet. Also the unit has a big footprint so that may be of consideration if your counterspace is limited.I used to have a Delonghi pump-driven espresso machine that worked great. This one has a steam driven espresso that most coffee connoisseurs will advise against. I now know why. The pressure builds inside the water tank as the espresso brews and after 1/2 a shot the machine just shoots out steam. I've tried different grinds and tamping the coffee really hard (you have to buy a tamper with this one) it still builds too much pressure and it shoots out bitter coffee flavored steam after a short while. Also the markings on the pots peel off pretty quick. Not worth the money unless you get it for cheap on ebay.",1
23,Tools. These are great towels if you can get them.  They are very soft and a great price but I ordered them in December and they came in one at a time. Took over 3 months to complete the order and still did not recieve the full order because after 3 months they refunded my money on one towel that was out of stock.  When I ordered them they stated that they were in stock and ready to ship.Buy these only if you have a life time to get the,1
24,"Poor Quality - Overpriced. This Rosle product is made in China, and its quality is very inferior to the German-made utensils.  Rosle is ruining their reputation with these cheaper Chinese-made products.  Too bad that they will prostitute their name and image to make a few more bucks",1
25,"Fails to pump and top does not attach to base. I would rate this ZERO but that option is not available.  The weight of the stainless steel is heavy, exactly what I had expected for 18/8.  However, the top does not affix to the base.  It seems the threads inside of the top do not match with the threads on the base.  Furthermore, the pumper does not work leaving one to pour the liquid from the base.  That's worse than our original situation with the unsightly bottle of liquid dishsoap on the counter.  Yuck!I do NOT recommend the purchase of this product.",1
26,"Waffle Maker & Sandwich Grill. I can't tell you how disappointed I was with this Continental CE23711 Waffle Maker & Sandwich Grill. First of all, it was a month late in arriving and was purchased to replace a similar old Black and Decker unit that had grills that were deteriorating. This new unit was so flimsy that the inserted grills kept popping out because the whole unit was bent out of shape. I would have returned it but my husband had discarded the box after checking to see if it would heat. I felt like throwing it away because my old unit was so superior to this one but my daughter switched some of the fasteners around which hold the 2 plates in place and that worked but the unit must be handled carefully - a really disappointing purchase!!",1
27,"It's ok but definitely not as good as expected. They say this is so amazing because nothing sticks to it, it cooks food better than regular pans, odors don't stick to it, it's easy to clean.  Well, they got 1 out 4 right at least.  It is easy to clean.  But it is impossible to coook almost everything in it because everything i've tried comes out burnt on one side, not even done on the other side.  On the cookie sheet everything around the outsides burns.  In the cupcake pans or the cake pan, the top of the food cooks but the bottom doesn't.  It is very hard to get smells out of it.  And with a lot of stuff you still should spray it with cooking spray or it does stick a little.  I'm sure in some ovens and with certain foods they work great, but my experience wasn't so great",1
28,"Do Not Buy This Toaster. This toaster projectile ejects your toast right to the kitchen floor, even if the toaster is located at the back of the counter by the wall.  I can not vouch for the toast--we never got to sample any as they all were hurled to the floor.  ""Avante"" toaster--should be called the ""Avalanche"" toaster--that's what you get",1
29,"Chef in Pa. This flan pan is very flimsy, and don't hold up well",1
30,"Dissapointed. Love the look but they chip very easily, my husband picked up a cup of coffee and the cup just fell off the handle on two occasions.I guess if you have no kids and don't use every day they'd be great but they are not good for a family or daily wear and tear",1
31,"Disappointing Egg Cooker. I ordered this product based on the reviews that were available at the time. I was sorely disappointed. There is no measuring cup, so all water amounts must be estimated (the unit has three ""lines"" to help, but nothing that denotes how much water to use if you wish to cook a specific number of eggs); there is no buzzer when the unit is finished, so unless you babysit it, everything ends up overcooking. This is a great unit to avoid purchasing unless you plan to always cook 8 eggs at a time and want them all hardboiled",1
32,"It's too thin on its' leading edge and warps. I love my other silcone spatula's by Mario but this one is not what I expected.  The edge warps, and it is very difficult to get it under a pancake for example and turn it over.  It literally was sticking and tearing the pancake and I was using a non stick griddle.  I think perhaps it needed to be a little less long so there would be more support for the food item. Not sure what the warping problem is cause I have only used it once...to try and turn the pancake and washed by hand.  I tried putting a weight on the leading edge and leaving it weighed down several days but when I checked to see if that fixed it...it was still warped",1
33,"Awful...not durable. HiI bought this heater at Home Depot and was very happy initially. It did an awesome job at heating my garage. It would heat up my 2 car garage from high 50s to high 60s in a couple of hours. But, I needed something that could work in the garage for 3 to 4 hrs everyday. A month after we bought it, it broke down....it would not start up...Awful - not durable at all.",1
34,"Loved it, but it broke. I received this as a Christmas gift, and it really does make opening a bottle of wine fun and easy.  But the pin that holds the mechanism started wearing, and it finally broke after about 3 or 4 months.  So we're back to our handy, trustworthy waiter type bottle opener.  If you want something fun to use at a party, go for it.  But have another bottle opener in your pocket, just in case",1
35,"I'm Finally giving up on Mr. Coffee coffeemakers. Color me dense, but after going through 8 Mr. Coffee coffeemakers in the past 10 years I'm tossin' in the towel!The longest period of time that one has lasted was about 18 months. I just think that a person should be able to get more than 12 to 18 months of use out of a $40 to $50 coffeemaker that is used to make only one pot of coffee per day. The problem with 5 of these 8 coffeemakers was the heating plate going out...ie just ceasing to heat at all. The problem with the other 3 was leakage...massive leakage, as in an instantaneous rupture in the water tank and the entire content emptying within a few seconds!So, after having cleaned up my most recent Mr. Coffee spill just a few minutes ago, I have finally (duh) decided it is time to give up on Mr. Coffee coffeemakers and never allow one of the foul quality beasts to darken my countertop again!My advise is...if anyone wants to buy a new $40 to $50 coffeemaker every year or so, buy a Mr. Coffee...otherwise steer clear of this poor quality product and shop for another brand. As to which brand of coffeemaker?...I have yet to discover that answer as I type this, but as I am searching I can promise one thing...it definitely will NOT be a Mr. Coffee product!This is the first comment/complaint I have ever written about a product on Amazon, but I was so peeved about this last mess I had to clean up that I felt the need to vent a bit.",1
36,"These knives are Stamped, not Forged. These knives get 2 stars for being priced like a forged knife set when they are actually stamped (lower quality).Knives come in two types.  Stamped or Forged.  Stamped knives are made by stamping out the shape of the blade from a piece of sheet metal.Forged knives are made by heating metal and pounding it into shape.  The blade on a forged knife can get thicker as it merges into the handle, and really take on any shape.Forged knives are undisputadly better. The metal is stronger, and the blade is FAR less likely to snap because it's tapered and thicker in the handle.  Forged knives are also generally more expensive.   The problem with this Kershaw set is not just that it's stamped.  Stamped knife sets are great choices for people on a budget.  But the problem is that this Kershaw knife set is priced like a forged set.Don't be duped.  Go look at Henckels or Wusthof.  They have some small sets in this same price range that are forged, and are much higher quality.For example - Amazon has ""J.A. Henckels 7-pc. Professional Knife Set"" which is forged, and MUCH higher quality for less than one hundred $.  Or consider ""Chicago Cutlery Walnut Forged 9-Piece Block Set"" also on Amazon, also for less than a hundred $.  You'd get much higher quality with either of those options.  Don't be fooled by the ""retail price"" listed",1
37,"The Sunflower that never blooms. It is a beautiful mold, and I was excited to make a cake in the shape of a sunflower. I am a pretty experienced baker, and my success rate, even with tricky procedures, is very high. In five attempts to use this cake pan, each ime increasing how slavishly I greased and floured the alleged ""non stick"" surface, and being careful to remove it per the instructions - after cooling 10-15 minutes on a rack after removing from the oven, I never got it out in one piece. The mold's detailed corners are too sharp to cleanly release the cake. I even tried letting it fully cool in the hopes some shrinkage would help get the cake out. I own other Nordic Ware pans and have had better luck with them, but this particular mold is a loser, which was very disappointing considering how pretty it could potentially be if it worked. If you want to use it for Jello, I'm sure it's fine, but for cakes, it's  a waste of time and money.",1
38,"This toaster is like jack-in-the-box. Not only does this toaster burn toast on one side, even at low settings, the force of the toaster has a tendency to projectile bagels and particularly toast onto the counter, and if positioned close to the edge of the countertop, on to the floor. We are very disappointed with this purchase.",1
39,DO NOT BUY!. When I bought mine there was no reviews. I have the same problems as the other reviewers have. Feathers poking through. I was suckered by the low price. Stay far away from this product,1
40,"WOW!! This thing sucks. 0 STARS. I just got this thing 2 hours ago. In the middle of grinding a 16oz bag and it stops working. Made it through about 8oz...try again two hours later thinking motor got too hot, nope. Number one, this is nothing more than a typical small ""hand held"" grinder with a few lights and a cup dial that does absolutely nothing. DO NOT BUY THIS. The others who wrote a positive review must have been lighting the bottom of a spoon before they tried using this thing",1
41,"Not 18/10. Although The flatware is nice looking... I bought these because they claimed it was 18/10 stainless steel, what I received was 18/0. Be aware",1
42,"Great concept, needs better material. I bought these because I was sick of creating foil shields on the pies I bake.  I love that these slip perfectly on and off.  However, I've found that since they're made of metal or aluminum, they actually conduct heat and cause the crust of the pie to darken faster than the center--which is exactly what I DIDN'T want it to do.  That said, I have to admit that while the edges of my pies look darker than the rest, it hasn't come out burnt as it would if I were to bake the pie without any sort of shield.I'm planning on buying another brand's--something made from silicone instead",1
43,"Worked Superbly for 60 days. Bought the primary and then two remote transmitter thermometers.  Was really pleased with the main receiver and its ability to monitor the highs and lows at the primary and then at the two additional remotes.   Then after about two months, the display kept fading and fading, and even with new batteries, the display will come up for a few seconds and fade entirely.   Am very disappointed, will now start the task of contacting the company or Amazon to see what kind of replacement I can get, although once bitten by a product, I generally do not return to it",1
44,"Eh, they're ok. When I opened the product, the sheets really were soft. But when you're laying on them, they aren't very comfortable.  I wouldn't buy another set again. But they were cheap, so not a horrible buy",1
45,"As Bad as It Gets. I owned a Salton 3 for All over 10 years old. I thought that with the purchase of this Krups unit I'd be moving up in the world. Boy was I disappointed. The steamer has a detachable nozzle which frequently pops off while frothing milk, splattering everything nearby. The Salton had a 4 shot capacity while this makes only 2 shots at a time, and weaker at that. The Salton for its $99 price included a carafe and steamer jug. You'll have to purchase these separately from Krups. Krups recommends purchase of a separate water filter for the water reservoir for the espresso unit. When it's in place the pump can't draw water through it. I brew espresso every morning. I don't understand how anyone could rate this product favorably if they reguarly make espresso. However the coffee unit works well. I've never written a review for Amazon before. The poor quality of this product motivated me",1
46,"No suction, brush doesn't work--waste of money. If there were a rating lower than 1 star, I would have used it, because this vacuum doesn't even deserve 1 star.  In a moment of madness, I recently gave my old Dirt Devil to my daughter and bought myself the so-called ""new and improved"" model as a replacement.  Big mistake.  My old Dirt Devil was a workhorse and was used to spot clean the upholstery and floors in our RV, truck and car, and home, along with cleaning lots of other things such as draperies, pet beds, etc.  I used it daily for 15 years and never, ever had a problem with it.  This new bagless Dirt Devil has never worked right.  Immediately, the revolving brush quit revolving.  I returned the vacuum for a new one; the revolving brush never did revolve on it, even right out of the box.  The vacuum loses suction within a minute or two because of the useless filter system.  The Dirt Devil company won't take the unit back, and apparently they can't fix the brush problem, either, based on what I heard from appliance repair centers I contacted for service.  I've already told my daughter that I want my old Dirt Devil back, but she loves it so much that I may have to bribe her to get it out of her hands.  (I told her I'd give her my new one, but she's witnessed the problems I've had and the ineffectiveness of the model, and she said ""No deal."")  Save your money--this is a totally useless Dirt Devil model.  The brush doesn't turn and there's no suction to do your cleaning.  If you want to throw away your money, just throw it my way instead of wasting it on this thing.",1
47,"doesn't  last. I have had my Magic Bullet for a year, using it almost exclusively for mixed drinks. Others are right - forget about using it for onions or garlic or peppers, it chops them too finely, into mush. The pulse action quit working, and I had to toss it. The cup actually became lodged in the motor unit and I had a hard time getting it out. Have finally bought a Tribest, I'll see how that one is.",1
48,"Picture is confussing. I was confussed by the picture.  I thought I was getting a 54"" crate.  Now I have a divider, with no crate. :",1
49,"Very, very disappointing!. I don't understand this product, the picture and description clearly shows a bottle with a sprout pourer, yet I only received the bottle without the sprout!Careful how you go about ordering this",1
50,Yes good for five uses. I am trying to find the warranty info on this product.  Since this product is not inexpensive it should last longer than the maybe 5 times I used it.  Even though I was careful with it the silicone is now split has exposed the metal wisk beneath. This cannot be sanitary as food can get in the crevices there & cause contamination,1
51,"Malfunction. After a couple months, the humidity became stuck at 20%.  Even holding it by my humidifier didn't help",1
52,"You get what you pay for - DON'T BUY THIS SET!!. My sister saw the TV ad and ordered the Miracle Blade III Set. Now I knew the said ad and when she told me I was amazed that she once again used TV shopping to buy cheap products who are no good. What can one expect for that price, it's just too good to be true so people should use common sense and be suspicious. And think about the costs of all these TV ads worldwide, they have to calculate that into the price too so one can imagine how much the actual production cost must be; no wonder they let them manufacture somewhere in China!So the Set arrived and my sister used it often and was pleased at first. I'll admit the blades are razorsharp, be cautious when using them at first, but that's about it. After about 4 or 5 months they start to rust and they get dull too. Logos are falling off and they look terrible. The customer support is just plain awful; they didn't respond to several emails and when my sister tried to phone them she couldn't reach anyone besides the answering machine!!! In the end we didn't even try further to use the so called ""lifetime warrant"" and diposed the set.Stay away from Miracle Blade, do yourself a favour and buy a real quality set, there are plenty around (I won't mention a name) and for 200$ you get a solid set which will really last for a lifetime.Oh, and to other addicted online shoppers: please do some research on the Net before you pick up that phone and place your order. The ads look nice but these are all paid actors like the silly Chief Tony!",1
53,"Already broken... I purchased this high-end toaster oven because I wanted /needed a proficient smaller oven for smaller baking needs.  After 5 months of moderate usage, however, the middle knob has malfunctioned and it will no longer bake.  Other than that I was satisfied with the product.  I called their customer service and to get it repaired under warranty, will have to ship it at least 250 miles away, at my expense.  What a hassle.  I may just go buy a cheap toaster oven to replace it instead of spending the time and money on postage.  Live and learn....just because a product costs more doesn't mean it's better.",1
54,"love other KA but this is a loser. I bought myself one of these and used it minimally and was happy.  I then bought one for my daughter.  She used it about 5 times in a little over a year and it quit.  The blade assembly as per other reviews.  It is going to cost about $50. to repair.  Now mine is smelling.  I am using my old 15 year old Oster and it is still working.  Also to my surprise it is doing a better job.  Just not as pretty.  I have KA stand mixer, hand blender, food processors large and small, emersion blender and attachments for all.  Love all of them.  Will buy other KA but not this again",1
55,Butter dish not tall enough. It looks nice but the lid touches the top of the butter and sticks to it,1
56,"well???. this product is not what I expected.  I was hoping that my daughter would like to help me bake......  well she was afraid to touch the mat, especiall when my fingers were burned by it.  I did't like how it worked.",1
57,wrong ptcture. The picture is of the 3.2 cubic foot mode,1
58,"Took a Risk and Losing So Far... I read the reviews on this coffee maker and put it on my Christmas list anyway. I had a lot of trouble getting the carafe lid off and on, to the point where I wondered whether it was even supposed to come off! After only a couple of uses, the rubber seal on the lid broke. I am going to call customer service to see about getting it replaced. I'll update this review if I have any luck.Other than that, I love the look and compact design (I'm the only coffee drinker in my household), and it makes piping hot coffee! Brew process is slower than average, though",1
59,"Arrived broken. I like this type of opener very much, and wanted to replace another similar model that had lasted a year before failing.  So I opened the package, and tried to open a bottle of wine, but the corkscrew would not lock.  I'm not even sure I'll send it back given the warranty hassle, shipping costs, etc, given the price.  I just can't recommend this brand to anyone",1
60,"You get what you pay for. While the high end Riedel glasses are very nice, this set didn't even come close to my expectations. I thought I was getting a nice entry-level set of high quality glasses I could give as a gift. What I got was an undersized, clunky set of glasses that I could have gotten for $9.99 from Target. A total disappointment",1
61,"STOPS WORKING. I bought this to make meaty stews with rice for my dogs.  It works for a while then stops working, or just goes on warm.  They replaced it three times--everytime it went out.  This seems to be common with cheap rice cookers--see the reviews on the RIVAL RCS 200, they all go out within days or weeks!  I guess Black and Decker and Rival used the same Chinaman to design these useless things.  I can't understand why Amazon et al are still selling these when obviously they do NOT work.  The companies will replace them but all replacements go out immediately. In frustration I bought the Aroma 60-cupper for $125--and after two months that also went out.  Any suggestions on a 20-cup rice cooker with longevity would be appreciated",1
62,"Poorly designed. I wanted to love this, as I bought this on the recommendation of other professional cooks for its zippiness, simplicity, and sharp blades. I am pretty adept in the kitchen, but this tool is unsafe if you decide to use the flimsy finger guard. Also, the blades were not sharp enough to handle hard veggies, such as carrots, gracefully, so I was left struggling trying to jam them across the blade, the finger guard trying its best to go off track each time. The finger guard should be higher and somehow secure better to the track. Worker's comp not worth the risk--I'll stick w/ Bron",1
63,"They're too darn big. They are huge, and this is not indicated in the product description. Buy them if you want gigantic wine glasses.  I am returning mine",1
64,"Luck of the draw. We bought three of these when our building's boiler died, and while initially we were really pleased, a month later two out of three of them have died. The first one was clearly not right from the beginning--every time we turned it on, it blew the fuse. Back it went to the store. We figured it was just bad luck, since the other two were fine. But this weekend I went to turn off the second one and felt a huge static-y shock when I touched the button. Later in the day when I went to turn it back on, the light went on but not the fan or heater. It's dead.The third one is still chugging along, so I guess it's ok, but the thermostat never really worked on any of them--we've just used the high/low setting.End result: Don't waste your money. There's no way of knowing if you'll get a dud",1
65,"Not So Good. This product I bought and not only did the top break when I opened it, the wipes dried within a day so badly I had to reseal in a ziplock bag.  The wipes leave a milky film on my stainless steel refridgerator that I buff off with a mitt designed to clean stainless steel I got from Bed Bath and Beyond.  Alone this product does not work as they say, I don't recommend it",1
66,Terrible to open to fill. I have had these salt shakers for over a year.  They are terrible.  It is a fight everytime you want to fill them.  I am buying new ones,1
67,"Terrible - Horrible - Pillow. This is the absolute worst pillow I have ever used.  I'm sorry I had to spend so much to figure that out.  It is so understuffed, it is like sleeping on a sheet.  It looks so nice and inviting when you see the pillow on the bed, but when you put your head on it, it just sinks down to nothing.  Maybe that is just the fact that it is a down pillow.  Whatever.  I won't buy another",1
68,"Too Small. This may seem like a good ""aquarium,"" but it is not.  This is FAR too small for a betta.  Pet shops that sell them in tiny bowls do so because they are an inexpensive way to seperate them.  The pet shop conditions are intended to be ony temporary.  My betta is in about a 2.5 gallon tank and is so happy.  He was once in a small bowl and did nothing. Just lay on the gravel.  About a 3 gallon tank will house a much happier fish, and a more entertaining one.  Do not buy this",1
69,"Look nice, but... These dishes look very nice on your table, but they have many problems.After about a year, my plates started cracking, directly above the ridge on the bottom.  Same with the bowls.I have never been able to use them in the microwave because the item becomes very hot while the food is lukewarm.If they bump each other while running the dishwasher, they chip.  At least, when I put them in they are ok, but they are chipped when I take them out",1
70,"Nice shelf- But......... This perch is a great size for a large cat or even two cats together.  It is soft and appears to be very comfortable.  However, the way it attaches is by affixing a strip of velcro to your window sill, which then mates with the matching velcro on the bottom of the shelf unit.  There are two adjustable legs that are supposed to give support as they brace against the wall.  My window ledges are not very deep and so the shelf does not sit level.  The legs are adjusted to fit as closely to the wall as possible, however, mine do not move close enough in so that the legs stay securely on the wall and therefore, do not support the shelf properly.  We have tried putting a piece of folded cardboard under the part that sits against the wall, but this hasn't worked either. So unless you have very deep window ledges, this may not work for you. We bought two of these, but plan on returning one.  On a positive note, my cats love the shelf and took to it right away.  It is a great idea, but this one needs a little better design",1
71,Don't waste your time or money. Our dogs didn't even notice it.  We have three small terriers and I thought this would be a suitable device for a few house slippers.  I was wrong - the kept on barking..,1
72,"Lightwedge. Works OK lights up the page a little, but not greatDoesn't work well enought in the dark",1
73,"not what I asked for. I thought that I had found the perfect gift for my mother.The description provided was not what I got. When I received my package there were two problems. First, the storage box that I received, while still very beautiful, was not what was pictured nor as big as what was pictured. Secondly, I received no flatware. I immediately called and a new set was sent to me. . same problem...wrong box, no flatware. So I had to send them both back and can't even get the item because no one knows why the error kept occurin",1
74,Will not last!!. This waffle maker broke at the two hinge pins within one year of purchase.  Parts are not available.  Top is hinged to bottom with two small plastic caps that are poorly made at best.  Unable to repair had to throw it out,1
75,broken. We received it broken..I don't have the oriinal box to send it and don't know what to do so just bought another one in a local stor,1
76,"The worst Coffee Machine EVER. I bought this because I liked the idea of having the water filter inside. You can't find replacement filters. You can't measure the water correctly. I tried just pouring water in from a cup. That didn't work because it goes right into the water filter so it looks like it is at level 3 when it is more.The last straw was the other day as the water started to brew through the basket, the basket sprang open. I had water everywhere. It also seems to take a while to brew a small pot of coffee. I usually made a 3 or 4 cup pot and it took 8 minutes. I will never buy a coffee pot from this company again.",1
